,filename,measure,current_chord,next_chord,current_position,next_position
0,Nada Surf - Troublemaker.gpif,0,Bb7,A#7,x.1.3.0.3.x,1.0.3.0.3.x
1,Nada Surf - Troublemaker.gpif,1,A7,Dm,x.0.2.0.2.x,x.5.7.0.6.x
2,Nada Surf - Troublemaker.gpif,0.5,A#7,A7,1.0.3.0.3.x,x.0.2.0.2.x
3,Nada Surf - Troublemaker.gpif,1.5,Dm,C7,x.5.7.0.6.x,x.3.5.0.5.x
4,Nada Surf - Troublemaker.gpif,2.5,C7,Bb7,x.3.5.0.5.x,x.1.3.0.3.x
5,Nada Surf - Troublemaker.gpif,6,Gm,D,x.x.5.7.8.6,x.5.7.7.7.5
6,Nada Surf - Troublemaker.gpif,5.5,C7,Gm,x.3.5.0.5.x,x.x.5.7.8.6
7,Nada Surf - Troublemaker.gpif,9,Gm,D,x.5.5.7.8.6,x.5.4.7.7.5
8,Nada Surf - Troublemaker.gpif,8.5,Gsus4,Gm,x.5.5.7.8.8,x.5.5.7.8.6
9,Nada Surf - Troublemaker.gpif,13.5,D (h),Gsus4,x.x.x.7.7.5,x.x.5.7.8.8
10,Nada Surf - Troublemaker.gpif,14.5,Gsus4,Gm,x.x.5.7.8.8,x.x.5.7.8.6
11,Nada Surf - Troublemaker.gpif,15.5,Gm,D,x.x.5.7.8.6,5.5.7.7.7.5
12,Nada Surf - Troublemaker.gpif,17,A#,Gm,1.1.3.3.3.1,x.x.5.7.8.6
13,Nada Surf - Troublemaker.gpif,16.5,D,A#,5.5.7.7.7.5,1.1.3.3.3.1
14,"Lennon, John - Stand By Me (2).gpif",8.5,D,D,x.5.7.7.7.5,x.5.7.7.7.5
15,"Lennon, John - Stand By Me (2).gpif",9.5,D,E,x.5.7.7.7.5,0.2.2.1.0.0
16,"Lennon, John - Stand By Me (2).gpif",10.5,E,E,0.2.2.1.0.0,0.2.2.1.0.0
17,"Lennon, John - Stand By Me (2).gpif",11.5,E,A,0.2.2.1.0.0,x.0.2.2.2.0
18,"De Lucia, Paco - Rumba Improvisada-Ramon.gpif",47,Em,Em,x.7.9.9.8.7,x.7.9.9.8.7
