,filename,measure,current_chord,next_chord,current_position,next_position
0,Green Day - Westbound Sign-Billie Joe 2.gpif,0.0,A#5,G5,7.9.9.x.x.x,4.6.6.x.x.x
1,Green Day - Westbound Sign-Billie Joe 2.gpif,0.5,G5,D#5,4.6.6.x.x.x,x.7.9.9.x.x
2,Green Day - Westbound Sign-Billie Joe 2.gpif,1.5,D#5,A#5,x.7.9.9.x.x,7.9.9.x.x.x
3,Green Day - Westbound Sign-Billie Joe 2.gpif,4.0,A#5,G5,x.2.4.4.x.x,4.6.6.x.x.x
4,Green Day - Westbound Sign-Billie Joe 2.gpif,3.5,D#5,A#5,x.7.9.9.x.x,x.2.4.4.x.x
5,Green Day - Westbound Sign-Billie Joe 2.gpif,4.5,G5,D#5,4.6.6.x.x.x,x.x.2.4.5.x
6,Green Day - Westbound Sign-Billie Joe 2.gpif,5.5,D#5,A#5,x.x.2.4.5.x,x.2.4.4.x.x
7,Green Day - Westbound Sign-Billie Joe 2.gpif,8.0,A#5,F5,x.2.4.4.x.x,2.4.4.x.x.x
8,Green Day - Westbound Sign-Billie Joe 2.gpif,10.0,G5,D#5,4.6.6.x.x.x,0.2.2.x.x.x
9,Green Day - Westbound Sign-Billie Joe 2.gpif,49.0,G#5,G#5,x.0.2.2.x.x,x.0.2.2.x.x
10,Green Day - Westbound Sign-Billie Joe 2.gpif,48.5,A#5,G#5,x.2.4.4.x.x,x.0.2.2.x.x
11,Green Day - Westbound Sign-Billie Joe 2.gpif,50.0,A#5,D#5,x.2.4.4.x.x,x.x.2.4.5.x
12,Green Day - Westbound Sign-Billie Joe 2.gpif,49.5,G#5,A#5,x.0.2.2.x.x,x.2.4.4.x.x
13,Green Day - Westbound Sign-Billie Joe 2.gpif,50.5,A#5,A#5,x.2.4.4.x.x,x.2.4.4.x.x
14,Green Day - Westbound Sign-Billie Joe 2.gpif,67.5,D#5,A#5,0.2.2.x.x.x,x.2.4.4.x.x
15,Green Day - Westbound Sign-Billie Joe.gpif,0.0,A#5,G5,7.9.9.x.x.x,4.6.6.x.x.x
16,Green Day - Westbound Sign-Billie Joe.gpif,0.5,G5,D#5,4.6.6.x.x.x,x.7.9.9.x.x
17,Green Day - Westbound Sign-Billie Joe.gpif,1.5,D#5,A#5,x.7.9.9.x.x,7.9.9.x.x.x
18,Green Day - Westbound Sign-Billie Joe.gpif,4.0,A#5,G5,x.2.4.4.x.x,4.6.6.x.x.x
19,Green Day - Westbound Sign-Billie Joe.gpif,3.5,D#5,A#5,x.7.9.9.x.x,x.2.4.4.x.x
20,Green Day - Westbound Sign-Billie Joe.gpif,4.5,G5,D#5,4.6.6.x.x.x,x.x.2.4.5.x
21,Green Day - Westbound Sign-Billie Joe.gpif,5.5,D#5,A#5,x.x.2.4.5.x,x.2.4.4.x.x
22,Green Day - Westbound Sign-Billie Joe.gpif,8.0,A#5,F5,x.2.4.4.x.x,2.4.4.x.x.x
23,Green Day - Westbound Sign-Billie Joe.gpif,10.0,G5,D#5,4.6.6.x.x.x,0.2.2.x.x.x
24,Green Day - Westbound Sign-Billie Joe.gpif,49.0,G#5,G#5,x.0.2.2.x.x,x.0.2.2.x.x
25,Green Day - Westbound Sign-Billie Joe.gpif,48.5,A#5,G#5,x.2.4.4.x.x,x.0.2.2.x.x
26,Green Day - Westbound Sign-Billie Joe.gpif,50.0,A#5,D#5,x.2.4.4.x.x,x.x.2.4.5.x
27,Green Day - Westbound Sign-Billie Joe.gpif,49.5,G#5,A#5,x.0.2.2.x.x,x.2.4.4.x.x
28,Green Day - Westbound Sign-Billie Joe.gpif,50.5,A#5,A#5,x.2.4.4.x.x,x.2.4.4.x.x
29,Green Day - Westbound Sign-Billie Joe.gpif,67.5,D#5,A#5,0.2.2.x.x.x,x.2.4.4.x.x
30,Green Day - Westbound Sign-Billie Joe.gpif,73.5,D#5,A#5,x.x.2.4.5.x,7.9.9.x.x.x
31,Don Latarski - Shoreline Blues-Guitar.gpif,1.0,D,D6,x.5.4.2.3.2,x.5.4.4.3.x
32,Don Latarski - Shoreline Blues-Guitar.gpif,2.0,D7sus4,D7,x.5.5.5.3.x,x.5.4.5.3.x
33,Don Latarski - Shoreline Blues-Guitar.gpif,1.5,D6,D7sus4,x.5.4.4.3.x,x.5.5.5.3.x
34,Don Latarski - Shoreline Blues-Guitar.gpif,2.5,D7,G6,x.5.4.5.3.x,3.x.2.4.3.x
35,Don Latarski - Shoreline Blues-Guitar.gpif,3.5,G6,Gm6,3.x.2.4.3.x,3.x.2.3.3.x
36,Don Latarski - Shoreline Blues-Guitar.gpif,5.0,D6,B7,x.5.4.4.3.x,7.9.7.8.7.x
37,Don Latarski - Shoreline Blues-Guitar.gpif,4.5,Gm6,D6,3.x.2.3.3.x,x.5.4.4.3.x
38,Don Latarski - Shoreline Blues-Guitar.gpif,6.0,Em7,A7,x.7.9.7.8.x,5.7.5.6.5.x
39,Don Latarski - Shoreline Blues-Guitar.gpif,5.5,B7,Em7,7.9.7.8.7.x,x.7.9.7.8.x
40,Don Latarski - Shoreline Blues-Guitar.gpif,7.0,F#m7,F9,2.4.2.2.5.x,x.8.7.8.8.x
41,Don Latarski - Shoreline Blues-Guitar.gpif,6.5,A7,F#m7,5.7.5.6.5.x,2.4.2.2.5.x
42,Don Latarski - Shoreline Blues-Guitar.gpif,8.0,E9,A7/5+,x.7.6.7.7.x,5.x.5.6.6.x
43,Don Latarski - Shoreline Blues-Guitar.gpif,7.5,F9,E9,x.8.7.8.8.x,x.7.6.7.7.x
44,Don Latarski - Shoreline Blues-Guitar.gpif,8.5,A7/5+,D,5.x.5.6.6.x,x.5.4.2.3.2
45,Don Latarski - Shoreline Blues-Guitar.gpif,10.0,D9,D7,x.5.4.5.5.x,x.5.4.5.3.x
46,Don Latarski - Shoreline Blues-Guitar.gpif,9.5,D,D9,x.5.4.2.3.2,x.5.4.5.5.x
47,Don Latarski - Shoreline Blues-Guitar.gpif,11.0,G7M,G6,3.x.4.4.3.x,3.x.2.4.3.x
48,Don Latarski - Shoreline Blues-Guitar.gpif,10.5,D7,G7M,x.5.4.5.3.x,3.x.4.4.3.x
49,Don Latarski - Shoreline Blues-Guitar.gpif,12.0,Gm7,Gm6,3.x.3.3.3.x,3.x.2.3.3.x
50,Don Latarski - Shoreline Blues-Guitar.gpif,11.5,G6,Gm7,3.x.2.4.3.x,3.x.3.3.3.x
51,Don Latarski - Shoreline Blues-Guitar.gpif,15.0,D6,C9,x.5.4.4.3.x,x.3.2.3.3.x
52,Don Latarski - Shoreline Blues-Guitar.gpif,14.5,A7,D6,5.7.5.6.5.x,x.5.4.4.3.x
53,Don Latarski - Shoreline Blues-Guitar.gpif,16.0,D9,D9+,x.5.4.5.5.x,x.5.4.5.6.x
54,Don Latarski - Shoreline Blues-Guitar.gpif,15.5,C#9,D9,x.4.3.4.4.x,x.5.4.5.5.x
55,"Waring, Steve - Old Country Rock.gpif",5.5,E7,A7,x.2.0.1.3.0,x.0.2.0.2.0
56,"Waring, Steve - Old Country Rock.gpif",6.5,A7,D,x.0.2.0.2.0,0.0.0.2.3.x
57,"Christmas - Oh Bethlehem (O, Betleme).gpif",0.5,Dm,Em,x.5.x.x.6.x,x.7.x.9.8.x
58,"Christmas - Oh Bethlehem (O, Betleme).gpif",2.0,Em,G7,x.7.x.0.8.x,x.5.x.0.6.x
59,"Christmas - Oh Bethlehem (O, Betleme).gpif",1.5,F,Em,x.8.x.10.10.x,x.7.x.0.8.x
60,"Christmas - Oh Bethlehem (O, Betleme).gpif",2.5,G7,C,x.5.x.0.6.x,x.3.x.0.1.0
61,"Christmas - Oh Bethlehem (O, Betleme).gpif",3.5,C,C,x.3.x.0.1.0,8.x.x.5.5.8
62,"Christmas - Oh Bethlehem (O, Betleme).gpif",4.5,C,C5,8.x.x.5.5.8,x.3.x.0.1.3
63,"Christmas - Oh Bethlehem (O, Betleme).gpif",5.5,G7,C,3.x.x.x.0.1,x.3.x.0.1.0
64,"Christmas - Oh Bethlehem (O, Betleme).gpif",7.0,G,D7,3.x.x.0.0.3,x.x.0.2.1.2
65,"Christmas - Oh Bethlehem (O, Betleme).gpif",6.5,C,G,x.3.x.0.1.0,3.x.x.0.0.3
66,"Christmas - Oh Bethlehem (O, Betleme).gpif",7.5,D7,G,x.x.0.2.1.2,3.5.5.4.3.3
67,"Christmas - Oh Bethlehem (O, Betleme).gpif",8.5,G,G7,3.5.5.4.3.3,x.5.x.0.6.x
68,"Christmas - Oh Bethlehem (O, Betleme).gpif",9.5,C,G7,x.3.x.x.5.x,x.5.x.0.6.x
69,"Christmas - Oh Bethlehem (O, Betleme).gpif",11.0,C,G5,x.3.x.5.5.x,3.x.x.0.3.x
70,"Christmas - Oh Bethlehem (O, Betleme).gpif",10.5,Dm,C,x.5.x.x.6.x,x.3.x.5.5.x
71,"Christmas - Oh Bethlehem (O, Betleme).gpif",11.5,G5,C,3.x.x.0.3.x,3.3.2.0.1.0
72,Judy and Mary - Over Drive-Guitar I.gpif,9.5,G,G,3.5.5.4.3.3,3.5.5.4.3.3
73,Judy and Mary - Over Drive-Guitar II.gpif,4.0,C,G,x.3.5.5.5.3,3.5.5.4.3.3
74,Judy and Mary - Over Drive-Guitar II.gpif,4.5,G,C,3.5.5.4.3.3,x.3.5.5.5.3
75,Judy and Mary - Over Drive-Guitar II.gpif,7.5,G,D,3.5.5.4.3.3,x.5.7.7.7.5
76,Judy and Mary - Over Drive-Guitar II.gpif,8.5,D,G,x.5.7.7.7.5,3.2.0.0.0.3
77,Judy and Mary - Over Drive-Guitar II.gpif,9.5,G,G,3.2.0.0.0.3,3.2.0.0.0.3
78,Judy and Mary - Over Drive-Guitar II.gpif,11.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
79,Judy and Mary - Over Drive-Guitar II.gpif,12.5,D,G6 (on C),x.x.0.2.3.2,x.3.0.0.3.0
80,Judy and Mary - Over Drive-Guitar II.gpif,13.5,G6 (on C),Em7 (on B),x.3.0.0.3.0,0.2.2.0.3.0
81,Judy and Mary - Over Drive-Guitar II.gpif,14.5,Em7 (on B),Am7,0.2.2.0.3.0,x.0.2.0.3.0
82,Judy and Mary - Over Drive-Guitar II.gpif,15.5,Am7,D,x.0.2.0.3.0,x.x.0.2.3.2
83,Judy and Mary - Over Drive-Guitar II.gpif,16.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
84,Judy and Mary - Over Drive-Guitar II.gpif,24.5,D,C,x.x.0.2.3.2,x.3.2.0.1.0
85,Judy and Mary - Over Drive-Guitar II.gpif,25.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
86,Judy and Mary - Over Drive-Guitar II.gpif,26.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
87,Judy and Mary - Over Drive-Guitar II.gpif,27.5,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
88,Judy and Mary - Over Drive-Guitar II.gpif,28.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
89,Judy and Mary - Over Drive-Guitar II.gpif,29.5,C,Em,x.3.2.0.1.0,0.2.2.0.0.0
90,Judy and Mary - Over Drive-Guitar II.gpif,30.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
91,Judy and Mary - Over Drive-Guitar II.gpif,31.5,Am,D,x.0.2.2.1.0,x.x.0.2.3.2
