,filename,measure,current_chord,next_chord,current_position,next_position
0,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,0.5,Am,Am,x.0.2.2.1.0,x.0.2.2.1.0
1,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,1.5,Am,Dm,x.0.2.2.1.0,x.x.0.2.3.1
2,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,2.5,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.0
3,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,4.0,C,F,x.3.2.0.1.0,1.3.3.2.1.1
4,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,3.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
5,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,5.0,E7,Am,0.2.0.1.0.0,x.0.2.2.1.0
6,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,4.5,F,E7,1.3.3.2.1.1,0.2.0.1.0.0
7,Kansanlauluja - SeitsemNn Miehen Voima-Acoustic.gpif,7.5,Am,E7,x.0.2.2.1.0,0.2.0.1.0.0
8,"Atkins, Chet - Take Five.gpif",0.5,1311--,111321,7.9.7.7.x.x,7.7.7.9.8.7
9,"Atkins, Chet - Take Five.gpif",1.5,111321,123111,7.7.7.9.8.7,7.9.9.7.x.x
10,"Atkins, Chet - Take Five.gpif",2.5,123111,131111,7.9.9.7.x.x,7.9.7.7.7.7
11,"Williams, Robbie - Somethin' Stupid-Rythm.gpif",1.0,Am,Am,x.0.2.2.1.0,x.0.2.2.1.0
12,"Williams, Robbie - Somethin' Stupid-Rythm.gpif",1.5,D7,Am,x.x.0.2.1.2,x.0.2.2.1.0
13,"Williams, Robbie - Somethin' Stupid-Rythm.gpif",3.0,G,G,3.2.0.0.0.3,3.2.0.0.0.3
14,"Williams, Robbie - Somethin' Stupid-Rythm.gpif",2.5,D7,G,x.x.0.2.1.2,3.2.0.0.0.3
