,filename,measure,current_chord,next_chord,current_position,next_position
0,0,12.5,A5,G5,5.7.x.x.x.x,3.5.x.x.x.x
1,0,8.0,E5,G5,0.2.x.x.x.x,3.5.x.x.x.x
2,0,8.0,G5,A5,3.5.x.x.x.x,5.7.x.x.x.x
3,0,8.5,A5,E5,5.7.x.x.x.x,0.2.x.x.x.x
4,2,10.0,Bb,A,x.1.3.3.3.x,x.0.2.2.2.0
5,2,12.5,A7,Dm,x.0.2.0.2.0,x.5.7.7.6.5
6,2,23.5,Dm,Bb5,x.5.7.7.6.5,x.1.3.3.x.x
7,2,24.5,Bb5,C,x.1.3.3.x.x,x.3.5.5.5.x
8,2,36.5,F,C/E,x.8.7.5.6.5,x.7.5.5.5.x
9,2,37.5,C/E,Bb/D,x.7.5.5.5.x,x.5.3.3.3.x
10,2,42.0,Bb5,Bb,x.1.3.3.x.x,x.1.3.3.3.x
11,2,9.0,Dm,C,x.5.7.7.6.5,x.3.5.5.5.x
12,2,9.5,C,Bb,x.3.5.5.5.x,x.1.3.3.3.x
13,2,43.5,C,Bb5,x.3.5.5.5.x,x.1.3.3.x.x
14,2,53.5,C,C,x.3.5.5.5.x,x.3.5.5.5.x
15,2,54.5,C,Dm,x.3.5.5.5.x,x.5.7.7.6.5
16,2,62.0,A7,F,x.0.2.0.2.0,x.8.7.5.6.5
17,2,65.5,C,C/E,x.3.5.5.5.x,x.7.5.5.5.x
18,2,69.5,Dm,Bb,x.5.7.7.6.5,x.1.3.3.3.x
19,2,78.5,A,A7,x.0.2.2.2.0,x.0.2.0.2.0
20,2,80.0,A7sus2,F,x.0.2.0.0.0,x.8.7.5.6.5
21,2,79.5,A7,A7sus2,x.0.2.0.2.0,x.0.2.0.0.0
22,2,83.5,C/E,Bb,x.7.5.5.5.x,x.1.3.3.3.x
23,2,42.5,Bb,C,x.1.3.3.3.x,x.3.5.5.5.x
24,2,1.5,Dm,Dm,x.5.7.7.6.5,x.5.7.7.6.5
25,3,2.0,F#5,E5,2.4.4.x.x.x,0.2.2.x.x.x
26,3,1.5,A5,F#5,5.7.7.x.x.x,2.4.4.x.x.x
27,3,1.0,D5,A5,x.5.7.7.x.x,5.7.7.x.x.x
28,4,58.5,Eb5,F5,x.6.8.x.x.x,1.3.x.x.x.x
29,4,30.5,D5,E5,x.x.0.2.x.x,0.2.x.x.x.x
30,4,11.5,F5,D5,1.3.x.x.x.x,x.x.0.2.x.x
31,4,39.5,E5,F5,x.7.9.x.x.x,x.8.10.x.x.x
32,4,61.5,Eb5,Ab5,x.6.8.x.x.x,4.6.x.x.x.x
33,4,57.5,Gb5,Eb5,2.4.x.x.x.x,x.6.8.x.x.x
34,5,10.5,C,A7,x.3.2.0.1.0,x.0.2.0.2.0
35,5,81.5,A7,C,x.0.2.0.2.0,x.3.2.0.1.0
36,5,38.5,A7,D7,x.0.2.0.2.0,x.x.0.2.1.2
37,5,35.5,E7,A7,0.2.0.1.3.0,x.0.2.0.2.0
38,5,34.5,A7,E7,x.0.2.0.2.0,0.2.0.1.3.0
39,5,33.5,E,A7,0.2.2.1.0.0,x.0.2.0.2.0
40,5,32.5,A7,E,x.0.2.0.2.0,0.2.2.1.0.0
41,5,31.5,A,A7,x.0.2.2.2.0,x.0.2.0.2.0
42,5,14.5,C,A,x.3.2.0.1.0,x.0.2.2.2.0
43,5,11.5,A7,G,x.0.2.0.2.0,3.2.0.0.0.3
44,5,9.5,Em,C,0.2.2.0.0.3,x.3.2.0.1.0
45,5,82.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
46,5,8.5,G,Em,3.2.0.0.0.3,0.2.2.0.0.3
47,6,18.5,Am,Am,x.0.2.2.1.x,x.0.2.2.1.x
48,6,11.5,C9,Am,x.3.2.x.3.x,x.0.2.2.1.x
49,6,19.5,Am,G,x.0.2.2.1.x,3.2.0.0.0.3
50,6,0.5,C,C7M,x.3.2.x.1.x,x.3.2.x.0.x
51,6,1.5,C7M,C9,x.3.2.x.0.x,x.3.2.x.3.x
52,6,2.5,C9,C,x.3.2.x.3.x,x.3.2.x.1.x
53,6,3.5,C,A9,x.3.2.x.1.x,x.0.2.2.0.x
54,6,4.5,A9,Asus4,x.0.2.2.0.x,x.0.2.2.3.x
55,6,20.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
56,6,5.5,Asus4,Am,x.0.2.2.3.x,x.0.2.2.1.x
57,6,6.5,Am,A9,x.0.2.2.1.x,x.0.2.2.0.x
58,6,15.5,G/B,C,x.2.0.0.3.x,x.3.2.x.1.x
59,6,17.5,G/B,Am,x.2.0.0.3.x,x.0.2.2.1.x
60,6,16.5,C,G/B,x.3.2.x.1.x,x.2.0.0.3.x
61,6,7.5,A9,C9,x.0.2.2.0.x,x.3.2.x.3.x
62,6,15.0,Am,G/B,x.0.2.2.1.x,x.2.0.0.3.x
63,6,31.5,Am,D/F#,x.0.2.2.1.x,2.x.0.2.3.x
64,6,21.5,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.x
65,6,32.5,D/F#,G,2.x.0.2.3.x,3.2.0.0.0.3
66,6,33.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.x
67,6,34.5,Am,Am/G,x.0.2.2.1.x,3.x.2.2.1.x
68,6,35.5,Am/G,D/F#,3.x.2.2.1.x,2.x.0.2.3.x
69,6,61.5,G,Am9,3.2.0.0.0.3,x.0.7.5.0.x
70,6,62.5,Am9,Am9,x.0.7.5.0.x,x.0.7.5.0.x
71,6,63.5,Am9,G/A,x.0.7.5.0.x,x.0.5.7.0.x
72,6,65.5,G/A,Fadd#11/A,x.0.5.7.0.x,x.0.3.5.0.x
73,6,66.5,Fadd#11/A,Fadd#11/A,x.0.3.5.0.x,x.0.3.5.0.x
74,6,67.5,Fadd#11/A,F6/A,x.0.3.5.0.x,x.0.3.5.3.x
75,6,68.5,F6/A,Fadd#11/A,x.0.3.5.3.x,x.0.3.5.0.x
76,6,69.5,Fadd#11/A,Am9,x.0.3.5.0.x,x.0.7.5.0.x
77,6,78.5,Fadd#11/A,C,x.0.3.5.0.x,x.3.2.x.1.x
78,6,86.5,A9,Am,x.0.2.2.0.x,x.0.2.2.1.x
79,6,64.5,G/A,G/A,x.0.5.7.0.x,x.0.5.7.0.x
80,7,0.0,E,Ab/Eb,0.7.9.9.9.x,x.6.6.5.4.x
81,7,32.0,E,B7,0.2.2.1.0.0,x.2.1.2.0.2
82,7,1.0,C#m,E7/B,x.4.6.6.5.x,7.x.6.7.5.x
83,7,15.5,B7,E,x.2.4.2.4.x,0.7.9.9.9.x
84,7,2.0,A,E/G#,5.7.7.6.5.5,4.x.6.4.5.x
85,7,15.0,F#,B7,2.4.4.3.2.2,x.2.4.2.4.x
86,7,13.5,E9/B,A,x.2.x.x.3.2,5.7.7.6.5.5
87,7,3.0,F#,B7,2.4.4.3.2.2,x.2.1.2.0.2
88,7,1.5,E7/B,A,7.x.6.7.5.x,5.7.7.6.5.5
89,7,13.0,C#m,E9/B,x.4.6.6.5.x,x.2.x.x.3.2
90,7,11.5,E,E,0.2.2.1.0.0,0.7.9.9.9.x
91,7,10.5,E/G#,A,4.x.6.4.5.x,x.0.2.2.2.x
92,7,11.0,B7,E,x.2.1.2.0.2,0.2.2.1.0.0
93,7,0.5,Ab/Eb,C#m,x.6.6.5.4.x,x.4.6.6.5.x
94,7,11.0,A,B7,x.0.2.2.2.x,x.2.1.2.0.2
95,7,3.5,B7,E,x.2.1.2.0.2,0.7.9.9.9.x
96,7,2.5,E/G#,F#,4.x.6.4.5.x,2.4.4.3.2.2
97,9,31.5,Bm7/11,E5,x.x.x.2.3.0,0.7.9.9.x.x
98,9,29.5,E5,D,x.7.9.x.x.x,x.5.7.7.7.x
99,9,28.5,E5,G5,0.7.9.9.x.x,x.10.12.x.x.x
100,9,29.0,E5,F#5,x.7.9.x.x.x,x.9.11.x.x.x
101,9,30.5,D,B5,x.5.7.7.7.x,x.2.4.4.x.x
102,9,31.0,B5,Bm7/11,x.2.4.4.x.x,x.x.x.2.3.0
103,9,29.0,F#5,E5,x.9.11.x.x.x,x.7.9.x.x.x
104,9,29.0,G5,F#5,x.10.12.x.x.x,x.9.11.x.x.x
105,10,146.5,G,Am,x.x.5.4.3.x,x.x.7.5.5.x
106,10,146.0,F,G,x.x.3.2.1.x,x.x.5.4.3.x
107,10,147.5,G,F,x.x.5.4.3.x,x.x.3.2.1.x
108,10,147.0,Am,G,x.x.7.5.5.x,x.x.5.4.3.x
109,11,64.0,C,Am7,x.3.5.5.5.x,5.x.5.5.5.x
110,11,64.5,Am7,Dm7,5.x.5.5.5.x,x.5.x.5.6.5
111,11,92.5,A7,C,5.x.5.6.5.x,x.3.5.5.5.x
112,11,93.0,C,G7,x.3.5.5.5.x,3.x.3.4.3.x
113,11,86.5,E6,G7,x.x.2.1.2.x,3.x.3.4.3.x
114,11,81.5,B7/F#,E6,x.x.4.2.4.x,x.x.2.1.2.x
115,11,80.5,E6,B7/F#,x.x.2.1.2.x,x.x.4.2.4.x
116,11,79.5,B9,E6,x.2.1.2.2.x,x.x.2.1.2.x
117,11,78.5,Am7,F#m7(b5),5.x.5.5.5.x,2.x.2.2.1.x
118,11,79.0,F#m7(b5),B9,2.x.2.2.1.x,x.2.1.2.2.x
119,11,76.5,A7,Dm7,5.x.5.6.5.x,x.5.x.5.6.5
120,11,75.5,G7,Edim7,3.x.3.4.3.x,x.7.8.6.8.x
121,11,76.0,Edim7,A7,x.7.8.6.8.x,5.x.5.6.5.x
122,11,65.5,G7,C,3.x.3.4.3.x,x.3.5.5.5.x
123,11,65.0,Dm7,G7,x.5.x.5.6.5,3.x.3.4.3.x
124,12,63.5,F#7sus4,Gadd9,2.4.2.4.2.2,3.x.0.2.0.x
125,12,6.5,Emaj7add13,F#sus4,0.x.6.6.4.x,2.x.4.4.2.x
126,12,7.5,F#sus4,Badd11,2.x.4.4.2.x,7.x.9.8.5.x
127,12,71.5,F#7,F#,2.4.2.3.2.2,2.4.4.3.2.2
128,12,15.5,F#sus4,G#m7add11,2.x.4.4.2.x,4.x.4.4.2.x
129,12,16.5,G#m7add11,Emaj7add13,4.x.4.4.2.x,0.x.6.6.4.x
130,12,18.5,F#sus4,F#,2.x.4.4.2.x,2.4.4.3.2.2
131,12,19.5,F#,Badd11,2.4.4.3.2.2,7.x.9.8.5.x
132,12,51.5,F#,Bmadd9,2.4.4.3.2.2,7.9.11.0.x.x
133,12,54.5,Emadd9,F#7sus4,0.2.4.0.x.x,2.4.2.4.2.2
134,12,67.5,F#7,Gadd9,2.4.2.3.2.2,3.x.0.2.0.x
135,12,66.5,F#7sus4,F#7,2.4.2.4.2.2,2.4.2.3.2.2
136,12,64.5,Gadd9,Emadd9,3.x.0.2.0.x,0.2.4.0.x.x
137,12,55.5,F#7sus4,Bmadd9,2.4.2.4.2.2,7.9.11.0.x.x
138,13,4.0,Em,Em9,x.7.9.0.8.0,x.7.5.7.7.x
139,13,7.0,C7M,Am7,x.3.5.4.5.0,5.7.5.5.x.x
140,13,49.5,C7M,Em9,x.3.5.4.5.0,x.7.5.7.7.x
141,13,6.5,Em9,C7M,x.7.5.7.7.x,x.3.5.4.5.0
142,13,27.5,C7M,Em,x.3.5.4.5.0,x.7.9.0.8.0
143,13,5.5,Am7,Em,5.7.5.5.x.x,x.7.9.0.8.0
144,13,40.0,C7M,A7,x.3.5.4.5.0,x.0.2.0.2.0
145,13,45.5,A7,C7M,x.0.2.0.2.0,x.3.5.4.5.0
146,14,23.5,C#m,B,9.11.11.9.9.9,7.9.9.8.7.7
147,14,19.0,E5,C#5,0.2.2.x.x.x,x.4.6.6.x.x
148,14,20.0,G#5,A5,4.6.6.x.x.x,5.7.7.x.x.x
149,14,19.5,C#5,G#5,x.4.6.6.x.x,4.6.6.x.x.x
150,14,21.0,E5,G#5,0.2.2.x.x.x,4.6.6.x.x.x
151,14,20.5,A5,E5,5.7.7.x.x.x,0.2.2.x.x.x
152,14,22.0,A,Am,5.7.7.6.5.5,5.7.7.5.5.5
153,14,22.5,Am,C#m,5.7.7.5.5.5,9.11.11.9.9.9
154,14,21.5,G#5,A,4.6.6.x.x.x,5.7.7.6.5.5
155,16,17.5,E,A,x.x.21.21.21.x,x.x.14.14.14.x
156,16,18.5,B,B,x.x.16.16.16.x,x.2.4.4.4.x
157,16,31.5,B,A,x.x.16.16.16.x,x.x.14.14.14.x
158,16,74.5,B,A,x.2.4.4.4.x,x.x.14.14.14.x
159,16,17.0,D,E,x.x.19.19.19.x,x.x.21.21.21.x
160,16,12.5,B,F#5,x.2.4.4.4.x,2.4.4.x.x.x
161,16,5.5,Bsus4,B,x.2.4.4.5.x,x.2.4.4.4.x
162,16,5.0,B,Bsus4,x.2.4.4.4.x,x.2.4.4.5.x
163,16,18.0,A,E,x.x.14.14.14.x,x.x.21.21.21.x
164,16,18.0,E,B,x.x.21.21.21.x,x.x.16.16.16.x
165,17,99.0,F#m,F#7sus4,2.4.4.2.2.2,2.4.2.4.x.x
166,17,99.0,F#7sus4,F#m,2.4.2.4.x.x,2.4.4.2.2.2
167,17,97.5,D,Bm,x.x.0.2.3.2,x.2.4.4.3.2
168,17,120.5,G,A,3.5.5.4.3.3,x.0.2.2.2.0
169,17,119.5,G,G,3.5.5.4.3.3,3.5.5.4.3.3
170,17,114.5,A,G,5.7.7.6.5.5,3.5.5.4.3.3
171,17,98.5,Bm,F#m,x.2.4.4.3.2,2.4.4.2.2.2
172,17,110.5,Bm,A,x.2.4.4.3.2,x.0.2.2.2.0
173,17,100.5,F#m,D,2.4.4.2.2.2,x.x.0.2.3.2
174,17,99.5,F#m,F#m,2.4.4.2.2.2,2.4.4.2.2.2
175,17,113.5,G,A,3.5.5.4.3.3,5.7.7.6.5.5
