,filename,measure,current_chord,next_chord,current_position,next_position
0,0,12.5,A5,G5,5.7.x.x.x.x,3.5.x.x.x.x
1,0,8.5,A5,E5,5.7.x.x.x.x,0.2.x.x.x.x
2,0,8.0,G5,A5,3.5.x.x.x.x,5.7.x.x.x.x
3,0,8.0,E5,G5,0.2.x.x.x.x,3.5.x.x.x.x
4,1,3.0,F,D,1.3.3.2.1.1,x.x.0.2.3.2
5,1,2.0,G,F,3.2.0.0.0.3,1.3.3.2.1.1
6,1,2.0,A,G,x.0.2.2.2.0,3.2.0.0.0.3
7,1,3.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
8,1,0.0,C,A,x.3.2.0.1.0,x.0.2.2.2.0
9,1,0.5,A,C,x.0.2.2.2.0,x.3.2.0.1.0
10,1,16.5,Bm,D,x.2.4.4.3.2,x.x.0.2.3.2
11,1,2.5,F,F,1.3.3.2.1.1,1.3.3.2.1.1
12,3,1.5,A5,F#5,5.7.7.x.x.x,2.4.4.x.x.x
13,3,2.0,F#5,E5,2.4.4.x.x.x,0.2.2.x.x.x
14,3,1.0,D5,A5,x.5.7.7.x.x,5.7.7.x.x.x
15,5,8.5,G,Em,3.2.0.0.0.3,0.2.2.0.0.3
16,5,9.5,Em,C,0.2.2.0.0.3,x.3.2.0.1.0
17,5,31.5,A,A7,x.0.2.2.2.0,x.0.2.0.2.0
18,5,11.5,A7,G,x.0.2.0.2.0,3.2.0.0.0.3
19,5,14.5,C,A,x.3.2.0.1.0,x.0.2.2.2.0
20,5,32.5,A7,E,x.0.2.0.2.0,0.2.2.1.0.0
21,5,33.5,E,A7,0.2.2.1.0.0,x.0.2.0.2.0
22,5,34.5,A7,E7,x.0.2.0.2.0,0.2.0.1.3.0
23,5,35.5,E7,A7,0.2.0.1.3.0,x.0.2.0.2.0
24,5,38.5,A7,D7,x.0.2.0.2.0,x.x.0.2.1.2
25,5,81.5,A7,C,x.0.2.0.2.0,x.3.2.0.1.0
26,5,82.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
27,5,10.5,C,A7,x.3.2.0.1.0,x.0.2.0.2.0
28,6,31.5,Am,D/F#,x.0.2.2.1.x,2.x.0.2.3.x
29,6,67.5,Fadd#11/A,F6/A,x.0.3.5.0.x,x.0.3.5.3.x
30,6,15.5,G/B,C,x.2.0.0.3.x,x.3.2.x.1.x
31,6,20.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
32,6,0.5,C,C7M,x.3.2.x.1.x,x.3.2.x.0.x
33,6,1.5,C7M,C9,x.3.2.x.0.x,x.3.2.x.3.x
34,6,2.5,C9,C,x.3.2.x.3.x,x.3.2.x.1.x
35,6,3.5,C,A9,x.3.2.x.1.x,x.0.2.2.0.x
