,filename,measure,current_chord,next_chord,current_position,next_position
0,2,53.5,C,C,x.3.5.5.5.x,x.3.5.5.5.x
1,2,79.5,A7,A7sus2,x.0.2.0.2.0,x.0.2.0.0.0
2,2,43.5,C,Bb5,x.3.5.5.5.x,x.1.3.3.x.x
3,2,42.5,Bb,C,x.1.3.3.3.x,x.3.5.5.5.x
4,2,42.0,Bb5,Bb,x.1.3.3.x.x,x.1.3.3.3.x
5,2,37.5,C/E,Bb/D,x.7.5.5.5.x,x.5.3.3.3.x
6,2,36.5,F,C/E,x.8.7.5.6.5,x.7.5.5.5.x
7,2,24.5,Bb5,C,x.1.3.3.x.x,x.3.5.5.5.x
8,2,23.5,Dm,Bb5,x.5.7.7.6.5,x.1.3.3.x.x
9,2,12.5,A7,Dm,x.0.2.0.2.0,x.5.7.7.6.5
10,2,9.5,C,Bb,x.3.5.5.5.x,x.1.3.3.3.x
11,2,10.0,Bb,A,x.1.3.3.3.x,x.0.2.2.2.0
12,2,9.0,Dm,C,x.5.7.7.6.5,x.3.5.5.5.x
13,2,1.5,Dm,Dm,x.5.7.7.6.5,x.5.7.7.6.5
14,2,80.0,A7sus2,F,x.0.2.0.0.0,x.8.7.5.6.5
15,2,78.5,A,A7,x.0.2.2.2.0,x.0.2.0.2.0
16,2,69.5,Dm,Bb,x.5.7.7.6.5,x.1.3.3.3.x
17,2,65.5,C,C/E,x.3.5.5.5.x,x.7.5.5.5.x
18,2,62.0,A7,F,x.0.2.0.2.0,x.8.7.5.6.5
19,2,54.5,C,Dm,x.3.5.5.5.x,x.5.7.7.6.5
20,2,83.5,C/E,Bb,x.7.5.5.5.x,x.1.3.3.3.x
21,4,11.5,F5,D5,1.3.x.x.x.x,x.x.0.2.x.x
22,4,61.5,Eb5,Ab5,x.6.8.x.x.x,4.6.x.x.x.x
23,4,39.5,E5,F5,x.7.9.x.x.x,x.8.10.x.x.x
24,4,30.5,D5,E5,x.x.0.2.x.x,0.2.x.x.x.x
25,4,58.5,Eb5,F5,x.6.8.x.x.x,1.3.x.x.x.x
26,4,57.5,Gb5,Eb5,2.4.x.x.x.x,x.6.8.x.x.x
27,5,82.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
28,5,81.5,A7,C,x.0.2.0.2.0,x.3.2.0.1.0
29,5,38.5,A7,D7,x.0.2.0.2.0,x.x.0.2.1.2
30,5,35.5,E7,A7,0.2.0.1.3.0,x.0.2.0.2.0
31,5,34.5,A7,E7,x.0.2.0.2.0,0.2.0.1.3.0
32,5,33.5,E,A7,0.2.2.1.0.0,x.0.2.0.2.0
33,5,32.5,A7,E,x.0.2.0.2.0,0.2.2.1.0.0
34,5,14.5,C,A,x.3.2.0.1.0,x.0.2.2.2.0
35,5,11.5,A7,G,x.0.2.0.2.0,3.2.0.0.0.3
36,5,10.5,C,A7,x.3.2.0.1.0,x.0.2.0.2.0
37,5,9.5,Em,C,0.2.2.0.0.3,x.3.2.0.1.0
38,5,8.5,G,Em,3.2.0.0.0.3,0.2.2.0.0.3
39,5,31.5,A,A7,x.0.2.2.2.0,x.0.2.0.2.0
40,6,62.5,Am9,Am9,x.0.7.5.0.x,x.0.7.5.0.x
41,6,63.5,Am9,G/A,x.0.7.5.0.x,x.0.5.7.0.x
42,6,35.5,Am/G,D/F#,3.x.2.2.1.x,2.x.0.2.3.x
43,6,64.5,G/A,G/A,x.0.5.7.0.x,x.0.5.7.0.x
44,6,15.0,Am,G/B,x.0.2.2.1.x,x.2.0.0.3.x
45,6,65.5,G/A,Fadd#11/A,x.0.5.7.0.x,x.0.3.5.0.x
46,6,66.5,Fadd#11/A,Fadd#11/A,x.0.3.5.0.x,x.0.3.5.0.x
47,6,67.5,Fadd#11/A,F6/A,x.0.3.5.0.x,x.0.3.5.3.x
48,6,68.5,F6/A,Fadd#11/A,x.0.3.5.3.x,x.0.3.5.0.x
49,6,69.5,Fadd#11/A,Am9,x.0.3.5.0.x,x.0.7.5.0.x
50,6,78.5,Fadd#11/A,C,x.0.3.5.0.x,x.3.2.x.1.x
51,6,86.5,A9,Am,x.0.2.2.0.x,x.0.2.2.1.x
52,6,11.5,C9,Am,x.3.2.x.3.x,x.0.2.2.1.x
53,6,34.5,Am,Am/G,x.0.2.2.1.x,3.x.2.2.1.x
54,6,33.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.x
55,6,61.5,G,Am9,3.2.0.0.0.3,x.0.7.5.0.x
56,6,31.5,Am,D/F#,x.0.2.2.1.x,2.x.0.2.3.x
57,6,32.5,D/F#,G,2.x.0.2.3.x,3.2.0.0.0.3
58,6,21.5,Dm,Am,x.x.0.2.3.1,x.0.2.2.1.x
59,6,20.5,G,Dm,3.2.0.0.0.3,x.x.0.2.3.1
60,6,19.5,Am,G,x.0.2.2.1.x,3.2.0.0.0.3
61,6,17.5,G/B,Am,x.2.0.0.3.x,x.0.2.2.1.x
62,6,16.5,C,G/B,x.3.2.x.1.x,x.2.0.0.3.x
63,6,15.5,G/B,C,x.2.0.0.3.x,x.3.2.x.1.x
64,6,18.5,Am,Am,x.0.2.2.1.x,x.0.2.2.1.x
65,6,1.5,C7M,C9,x.3.2.x.0.x,x.3.2.x.3.x
66,6,2.5,C9,C,x.3.2.x.3.x,x.3.2.x.1.x
67,6,3.5,C,A9,x.3.2.x.1.x,x.0.2.2.0.x
68,6,4.5,A9,Asus4,x.0.2.2.0.x,x.0.2.2.3.x
69,6,5.5,Asus4,Am,x.0.2.2.3.x,x.0.2.2.1.x
70,6,6.5,Am,A9,x.0.2.2.1.x,x.0.2.2.0.x
71,6,7.5,A9,C9,x.0.2.2.0.x,x.3.2.x.3.x
72,6,0.5,C,C7M,x.3.2.x.1.x,x.3.2.x.0.x
73,7,11.0,B7,E,x.2.1.2.0.2,0.2.2.1.0.0
74,7,32.0,E,B7,0.2.2.1.0.0,x.2.1.2.0.2
75,7,15.5,B7,E,x.2.4.2.4.x,0.7.9.9.9.x
76,7,15.0,F#,B7,2.4.4.3.2.2,x.2.4.2.4.x
77,7,13.0,C#m,E9/B,x.4.6.6.5.x,x.2.x.x.3.2
78,7,11.5,E,E,0.2.2.1.0.0,0.7.9.9.9.x
79,7,10.5,E/G#,A,4.x.6.4.5.x,x.0.2.2.2.x
80,7,11.0,A,B7,x.0.2.2.2.x,x.2.1.2.0.2
81,7,13.5,E9/B,A,x.2.x.x.3.2,5.7.7.6.5.5
82,7,2.5,E/G#,F#,4.x.6.4.5.x,2.4.4.3.2.2
83,7,3.0,F#,B7,2.4.4.3.2.2,x.2.1.2.0.2
84,7,1.5,E7/B,A,7.x.6.7.5.x,5.7.7.6.5.5
85,7,2.0,A,E/G#,5.7.7.6.5.5,4.x.6.4.5.x
86,7,0.5,Ab/Eb,C#m,x.6.6.5.4.x,x.4.6.6.5.x
87,7,1.0,C#m,E7/B,x.4.6.6.5.x,7.x.6.7.5.x
88,7,0.0,E,Ab/Eb,0.7.9.9.9.x,x.6.6.5.4.x
89,7,3.5,B7,E,x.2.1.2.0.2,0.7.9.9.9.x
90,8,13.5,G9,Gm9,x.5.3.4.3.x,x.x.8.7.6.5
91,8,12.5,Csus4,C,x.x.3.0.1.3,3.x.2.0.1.3
92,8,13.0,Ab9,G9,x.6.4.5.x.x,x.5.3.4.3.x
93,8,13.0,C,Ab9,3.x.2.0.1.3,x.6.4.5.x.x
94,8,11.5,Csus4,C,x.x.3.0.1.3,x.3.2.0.1.3
95,8,4.5,Gadd9,G6,3.x.0.2.x.x,x.x.0.4.3.0
96,8,3.0,Gaug,G,3.x.x.4.4.x,3.x.x.4.3.x
97,8,16.5,C,Ab9,x.3.2.0.1.3,x.x.6.5.7.6
98,8,5.0,G6,G,x.x.0.4.3.0,3.x.0.0.3.x
99,8,12.0,C,Csus4,x.3.2.0.1.3,x.x.3.0.1.3
100,8,3.0,G,Eb/G,3.x.x.4.3.x,3.x.5.3.4.x
101,8,10.5,Gm9,Csus4,x.x.8.7.6.5,x.x.3.0.1.3
102,8,21.0,Csus4,Gadd9,x.x.3.0.1.3,3.x.0.2.x.x
103,8,23.5,G6,G7,3.x.2.2.3.x,3.x.3.2.x.x
104,8,21.5,Gadd9,G,3.x.0.2.x.x,3.x.0.0.0.x
105,8,22.5,Gaug5,G6,3.x.1.2.4.x,3.x.2.2.3.x
106,8,26.0,C7M,Bm7,x.3.5.4.5.3,7.x.7.7.7.0
107,8,7.0,Cm6/+9,Cm6,x.3.1.2.3.x,x.3.1.2.1.x
108,8,7.0,Cm6,G,x.3.1.2.1.x,3.x.0.0.3.x
109,8,7.5,G,G,3.x.0.0.3.x,3.x.0.0.3.x
110,8,9.0,Cm6,Ab9,x.3.1.2.1.x,x.x.6.5.7.6
111,8,9.0,Ab9,G9,x.x.6.5.7.6,x.x.5.4.6.5
112,8,8.5,G,Cm6/+9,3.x.0.0.3.x,x.3.1.2.3.x
113,8,9.5,G9,Gm9,x.x.5.4.6.5,x.x.8.7.6.5
114,8,30.0,G6,G5,3.x.0.4.3.x,3.x.0.0.3.3
115,8,28.5,Am7add4,Gadd9,0.0.5.5.3.x,3.x.0.2.3.x
116,8,22.0,G,Gaug5,3.x.0.0.0.x,3.x.1.2.4.x
117,8,0.5,G5,Gmaj7,3.x.0.0.3.3,3.x.0.0.3.2
118,8,3.5,Eb/G,Gadd9,3.x.5.3.4.x,3.x.0.2.x.x
119,8,58.0,C7M,Dm7,x.3.5.4.5.3,x.5.7.5.6.x
120,8,81.0,C,Ab9,x.x.2.0.1.3,x.x.6.5.7.6
121,8,50.5,Csus4,Csus4,x.x.3.0.1.3,x.x.3.0.1.x
122,8,51.0,Csus4,Gadd9,x.x.3.0.1.x,3.x.0.2.x.x
123,8,29.5,Gadd9,G6,3.x.0.2.3.x,3.x.0.4.3.x
124,8,80.5,Csus4,C,x.x.3.0.1.3,x.x.2.0.1.3
125,8,59.5,C7M,Bm7,x.3.5.4.5.3,7.x.0.7.7.5
126,8,58.5,Dm7,C7M,x.5.7.5.6.x,x.3.5.4.5.3
127,8,120.0,C,Csus4,x.x.2.0.1.3,x.x.3.0.1.3
128,8,116.0,C,Csus4,3.x.2.0.1.3,x.x.3.0.1.3
129,8,112.5,G,Ab9,3.5.5.4.3.3,x.x.6.5.7.6
130,8,100.0,C,G,x.3.2.0.1.3,3.5.5.4.3.3
131,8,98.0,G,F/G,3.5.5.4.3.3,3.x.3.2.1.1
132,8,89.5,Gadd9,Gaug5,3.x.0.2.x.x,3.x.1.2.4.x
133,9,31.0,B5,Bm7/11,x.2.4.4.x.x,x.x.x.2.3.0
134,9,29.0,E5,F#5,x.7.9.x.x.x,x.9.11.x.x.x
135,9,29.0,F#5,E5,x.9.11.x.x.x,x.7.9.x.x.x
136,9,30.5,D,B5,x.5.7.7.7.x,x.2.4.4.x.x
137,9,28.5,E5,G5,0.7.9.9.x.x,x.10.12.x.x.x
138,9,29.5,E5,D,x.7.9.x.x.x,x.5.7.7.7.x
139,9,29.0,G5,F#5,x.10.12.x.x.x,x.9.11.x.x.x
140,9,31.5,Bm7/11,E5,x.x.x.2.3.0,0.7.9.9.x.x
141,10,147.5,G,F,x.x.5.4.3.x,x.x.3.2.1.x
142,10,146.5,G,Am,x.x.5.4.3.x,x.x.7.5.5.x
143,10,147.0,Am,G,x.x.7.5.5.x,x.x.5.4.3.x
144,10,146.0,F,G,x.x.3.2.1.x,x.x.5.4.3.x
145,11,65.5,G7,C,3.x.3.4.3.x,x.3.5.5.5.x
146,11,81.5,B7/F#,E6,x.x.4.2.4.x,x.x.2.1.2.x
147,11,86.5,E6,G7,x.x.2.1.2.x,3.x.3.4.3.x
148,11,93.0,C,G7,x.3.5.5.5.x,3.x.3.4.3.x
149,11,92.5,A7,C,5.x.5.6.5.x,x.3.5.5.5.x
150,11,80.5,E6,B7/F#,x.x.2.1.2.x,x.x.4.2.4.x
151,11,79.5,B9,E6,x.2.1.2.2.x,x.x.2.1.2.x
152,11,78.5,Am7,F#m7(b5),5.x.5.5.5.x,2.x.2.2.1.x
153,11,79.0,F#m7(b5),B9,2.x.2.2.1.x,x.2.1.2.2.x
154,11,76.5,A7,Dm7,5.x.5.6.5.x,x.5.x.5.6.5
155,11,76.0,Edim7,A7,x.7.8.6.8.x,5.x.5.6.5.x
156,11,75.5,G7,Edim7,3.x.3.4.3.x,x.7.8.6.8.x
157,11,64.0,C,Am7,x.3.5.5.5.x,5.x.5.5.5.x
158,11,65.0,Dm7,G7,x.5.x.5.6.5,3.x.3.4.3.x
159,11,64.5,Am7,Dm7,5.x.5.5.5.x,x.5.x.5.6.5
160,12,71.5,F#7,F#,2.4.2.3.2.2,2.4.4.3.2.2
161,12,51.5,F#,Bmadd9,2.4.4.3.2.2,7.9.11.0.x.x
162,12,19.5,F#,Badd11,2.4.4.3.2.2,7.x.9.8.5.x
163,12,18.5,F#sus4,F#,2.x.4.4.2.x,2.4.4.3.2.2
164,12,16.5,G#m7add11,Emaj7add13,4.x.4.4.2.x,0.x.6.6.4.x
165,12,15.5,F#sus4,G#m7add11,2.x.4.4.2.x,4.x.4.4.2.x
166,12,7.5,F#sus4,Badd11,2.x.4.4.2.x,7.x.9.8.5.x
167,12,6.5,Emaj7add13,F#sus4,0.x.6.6.4.x,2.x.4.4.2.x
168,12,54.5,Emadd9,F#7sus4,0.2.4.0.x.x,2.4.2.4.2.2
169,12,66.5,F#7sus4,F#7,2.4.2.4.2.2,2.4.2.3.2.2
170,12,64.5,Gadd9,Emadd9,3.x.0.2.0.x,0.2.4.0.x.x
171,12,63.5,F#7sus4,Gadd9,2.4.2.4.2.2,3.x.0.2.0.x
172,12,55.5,F#7sus4,Bmadd9,2.4.2.4.2.2,7.9.11.0.x.x
173,12,67.5,F#7,Gadd9,2.4.2.3.2.2,3.x.0.2.0.x
174,13,4.0,Em,Em9,x.7.9.0.8.0,x.7.5.7.7.x
175,13,5.5,Am7,Em,5.7.5.5.x.x,x.7.9.0.8.0
176,13,7.0,C7M,Am7,x.3.5.4.5.0,5.7.5.5.x.x
177,13,6.5,Em9,C7M,x.7.5.7.7.x,x.3.5.4.5.0
178,13,27.5,C7M,Em,x.3.5.4.5.0,x.7.9.0.8.0
179,13,40.0,C7M,A7,x.3.5.4.5.0,x.0.2.0.2.0
180,13,45.5,A7,C7M,x.0.2.0.2.0,x.3.5.4.5.0
181,13,49.5,C7M,Em9,x.3.5.4.5.0,x.7.5.7.7.x
182,14,19.5,C#5,G#5,x.4.6.6.x.x,4.6.6.x.x.x
183,14,21.0,E5,G#5,0.2.2.x.x.x,4.6.6.x.x.x
184,14,20.5,A5,E5,5.7.7.x.x.x,0.2.2.x.x.x
185,14,22.0,A,Am,5.7.7.6.5.5,5.7.7.5.5.5
186,14,21.5,G#5,A,4.6.6.x.x.x,5.7.7.6.5.5
187,14,22.5,Am,C#m,5.7.7.5.5.5,9.11.11.9.9.9
188,14,19.0,E5,C#5,0.2.2.x.x.x,x.4.6.6.x.x
189,14,20.0,G#5,A5,4.6.6.x.x.x,5.7.7.x.x.x
190,14,23.5,C#m,B,9.11.11.9.9.9,7.9.9.8.7.7
191,15,7.5,Bbm/Eb,Ab7M,x.6.8.6.6.x,4.6.5.5.4.x
192,15,34.5,C9(no5),Daug/C,x.3.x.3.3.0,x.3.x.3.3.2
193,15,34.0,Daug/C,C9(no5),x.3.x.3.3.2,x.3.x.3.3.0
194,15,37.5,Daug/C,Ab7M,x.3.x.3.3.2,4.6.5.5.4.x
195,16,12.5,B,F#5,x.2.4.4.4.x,2.4.4.x.x.x
196,16,5.0,B,Bsus4,x.2.4.4.4.x,x.2.4.4.5.x
197,16,5.5,Bsus4,B,x.2.4.4.5.x,x.2.4.4.4.x
198,16,31.5,B,A,x.x.16.16.16.x,x.x.14.14.14.x
199,16,18.5,B,B,x.x.16.16.16.x,x.2.4.4.4.x
200,16,17.5,E,A,x.x.21.21.21.x,x.x.14.14.14.x
201,16,74.5,B,A,x.2.4.4.4.x,x.x.14.14.14.x
202,16,18.0,E,B,x.x.21.21.21.x,x.x.16.16.16.x
203,16,18.0,A,E,x.x.14.14.14.x,x.x.21.21.21.x
204,16,17.0,D,E,x.x.19.19.19.x,x.x.21.21.21.x
205,17,120.5,G,A,3.5.5.4.3.3,x.0.2.2.2.0
206,17,98.5,Bm,F#m,x.2.4.4.3.2,2.4.4.2.2.2
207,17,114.5,A,G,5.7.7.6.5.5,3.5.5.4.3.3
208,17,113.5,G,A,3.5.5.4.3.3,5.7.7.6.5.5
209,17,110.5,Bm,A,x.2.4.4.3.2,x.0.2.2.2.0
210,17,100.5,F#m,D,2.4.4.2.2.2,x.x.0.2.3.2
211,17,99.5,F#m,F#m,2.4.4.2.2.2,2.4.4.2.2.2
212,17,99.0,F#7sus4,F#m,2.4.2.4.x.x,2.4.4.2.2.2
213,17,99.0,F#m,F#7sus4,2.4.4.2.2.2,2.4.2.4.x.x
214,17,97.5,D,Bm,x.x.0.2.3.2,x.2.4.4.3.2
215,17,119.5,G,G,3.5.5.4.3.3,3.5.5.4.3.3
216,18,7.0,D,C,x.5.7.7.7.5,x.3.5.5.5.3
217,18,152.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
218,18,8.0,D,Eb,x.5.7.7.7.5,x.6.8.8.8.6
219,18,199.5,C,C,x.3.5.5.5.3,x.3.5.5.5.3
220,18,139.5,C,D,x.3.2.0.1.0,x.x.0.2.3.2
221,18,138.5,Em,C,0.2.2.0.0.0,x.3.2.0.1.0
222,18,93.5,Dsus2,Em,x.x.0.2.3.0,0.2.2.0.0.0
223,18,79.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
224,18,43.5,A,Am,x.0.2.2.2.0,x.0.2.2.1.0
225,18,42.5,D,A,x.x.0.2.3.2,x.0.2.2.2.0
226,18,39.5,D,Em,x.x.0.2.3.2,0.2.2.0.0.0
227,18,7.0,C,D,x.3.5.5.5.3,x.5.7.7.7.5
228,18,36.5,Am,Em,x.0.2.2.1.0,0.2.2.0.0.0
229,18,35.5,A,Am,x.0.2.2.2.x,x.0.2.2.1.0
230,18,36.0,Asus2,Am,x.0.2.2.0.0,x.0.2.2.1.0
231,18,36.0,Am,Asus2,x.0.2.2.1.0,x.0.2.2.0.0
232,18,37.5,Em,D,0.2.2.0.0.0,x.x.0.2.3.2
233,18,34.0,Dsus4,D,x.x.0.2.3.3,x.x.0.2.3.2
234,18,8.0,Eb,Bb,x.6.8.8.8.6,x.1.3.3.3.1
235,18,9.0,C,Bb,x.3.5.5.5.3,x.1.3.3.3.1
236,18,9.0,Bb,Eb,x.1.3.3.3.1,x.6.8.8.8.6
237,18,10.0,Db,Ab,x.4.6.6.6.4,4.6.6.5.4.4
238,18,34.5,D,A,x.x.0.2.3.2,x.0.2.2.2.x
239,18,9.5,Eb,Db,x.6.8.8.8.6,x.4.6.6.6.4
240,18,22.0,C,D,x.3.5.5.5.3,x.x.0.2.3.2
241,18,10.0,Ab,B,4.6.6.5.4.4,x.2.4.4.4.2
242,18,22.0,D,Eb,x.x.0.2.3.2,x.6.8.8.8.6
243,18,31.0,B,Em,x.2.4.4.4.2,0.2.2.0.0.0
244,18,33.0,D,Dsus2,x.x.0.2.3.2,x.x.0.2.3.0
245,18,33.0,Dsus2,D,x.x.0.2.3.0,x.x.0.2.3.2
246,18,34.0,D,Dsus4,x.x.0.2.3.2,x.x.0.2.3.3
247,18,5.5,Bb,C,x.1.3.3.3.1,x.3.5.5.5.3
248,19,46.0,D5,A5,x.x.0.2.3.x,x.0.2.2.x.x
249,19,34.5,D5,A5,x.5.7.7.x.x,x.0.2.2.x.x
250,19,33.5,C5,D5,x.3.5.x.x.x,x.5.7.7.x.x
251,19,33.0,A5,C5,x.0.2.2.x.x,x.3.5.x.x.x
252,19,6.5,E,E,x.7.9.9.9.x,x.7.9.9.9.x
253,19,1.5,D5,D/C#,x.5.7.7.x.x,x.4.7.x.x.x
254,19,2.0,A5,E,x.0.2.2.x.x,x.7.9.9.9.x
255,19,2.0,D/C#,A5,x.4.7.x.x.x,x.0.2.2.x.x
256,19,0.5,E,D5,x.7.9.9.9.x,x.5.7.7.x.x
257,19,45.5,G5,D5,3.x.0.0.3.3,x.x.0.2.3.x
258,19,41.5,D5,C5,x.5.7.7.x.x,x.3.5.x.x.x
259,19,44.5,C5,G5,x.3.5.x.x.x,3.x.0.0.3.3
260,20,25.5,G,Am/E,3.2.0.0.3.3,0.0.2.2.1.0
261,20,32.5,Dsus4/F#,C/G,2.x.0.2.3.3,3.3.2.0.1.0
